# Radial light profiles 

# radial and cumulative light profiles as a function of the distance
# from the centre of the psf. The first bin runs from r=0 to r=1 (centre=0.5), etc.

#d [pixels] radial_profile cumulative_profile
   0.500000   2.117209e-01       2.117209e-01
   1.500000   4.464265e-02       2.563635e-01
   2.500000   1.669903e-02       2.730626e-01
   3.500000   5.166888e-03       2.782295e-01
   4.500000   1.433482e-03       2.796629e-01
   5.500000   5.348909e-04       2.801978e-01
   6.500000   4.048094e-04       2.806026e-01
   7.500000   3.488232e-04       2.809515e-01
   8.500000   2.264318e-04       2.811779e-01
   9.500000   1.699349e-04       2.813478e-01
  10.500000   1.408262e-04       2.814887e-01
  11.500000   1.093607e-04       2.815980e-01
  12.500000   8.850858e-05       2.816865e-01
  13.500000   7.997703e-05       2.817665e-01
  14.500000   6.811538e-05       2.818346e-01
  15.500000   4.831865e-05       2.818829e-01
  16.500000   3.309943e-05       2.819160e-01
  17.500000   2.809913e-05       2.819441e-01
  18.500000   2.201845e-05       2.819661e-01
  19.500000   1.764508e-05       2.819838e-01
  20.500000   1.452856e-05       2.819983e-01
  21.500000   1.310923e-05       2.820114e-01
  22.500000   1.349512e-05       2.820249e-01
  23.500000   1.451683e-05       2.820394e-01
  24.500000   1.654613e-05       2.820560e-01
  25.500000   1.527330e-05       2.820713e-01
  26.500000   1.352478e-05       2.820848e-01
  27.500000   1.196623e-05       2.820968e-01
  28.500000   9.988052e-06       2.821067e-01
  29.500000   8.336047e-06       2.821151e-01
  30.500000   6.449448e-06       2.821215e-01
  31.500000   5.256457e-06       2.821268e-01
  32.500000   4.817584e-06       2.821316e-01
  33.500000   4.753851e-06       2.821364e-01
  34.500000   4.672198e-06       2.821410e-01
  35.500000   4.318896e-06       2.821453e-01
  36.500000   4.120478e-06       2.821495e-01
  37.500000   3.805490e-06       2.821533e-01
  38.500000   3.597682e-06       2.821569e-01
  39.500000   3.540730e-06       2.821604e-01
  40.500000   3.362850e-06       2.821638e-01
  41.500000   3.328440e-06       2.821671e-01
  42.500000   3.161296e-06       2.821703e-01
  43.500000   3.104729e-06       2.821734e-01
  44.500000   2.998706e-06       2.821764e-01
  45.500000   2.717616e-06       2.821791e-01
  46.500000   2.550317e-06       2.821816e-01
  47.500000   2.152387e-06       2.821838e-01
  48.500000   1.883093e-06       2.821857e-01
  49.500000   1.562921e-06       2.821872e-01
  50.500000   1.347754e-06       2.821886e-01
  51.500000   1.227847e-06       2.821898e-01
  52.500000   1.102640e-06       2.821909e-01
  53.500000   1.096173e-06       2.821920e-01
  54.500000   1.044266e-06       2.821931e-01
  55.500000   1.031588e-06       2.821941e-01
  56.500000   9.831487e-07       2.821951e-01
  57.500000   8.803831e-07       2.821959e-01
  58.500000   8.644243e-07       2.821968e-01
  59.500000   7.002700e-07       2.821975e-01
  60.500000   6.262357e-07       2.821981e-01
  61.500000   5.405825e-07       2.821987e-01
  62.500000   4.604813e-07       2.821991e-01
  63.500000   4.110534e-07       2.821996e-01
  64.500000   3.595977e-07       2.821999e-01
  65.500000   3.375373e-07       2.822002e-01
  66.500000   3.055623e-07       2.822006e-01
  67.500000   2.879104e-07       2.822008e-01
  68.500000   2.766316e-07       2.822011e-01
  69.500000   2.519267e-07       2.822014e-01
  70.500000   2.422540e-07       2.822016e-01
  71.500000   2.217977e-07       2.822018e-01
  72.500000   2.105467e-07       2.822020e-01
  73.500000   1.944306e-07       2.822022e-01
  74.500000   1.799366e-07       2.822024e-01
  75.500000   1.741768e-07       2.822026e-01
  76.500000   1.587991e-07       2.822028e-01
  77.500000   1.525865e-07       2.822029e-01
  78.500000   1.417588e-07       2.822030e-01
  79.500000   1.331889e-07       2.822032e-01
  80.500000   1.272026e-07       2.822033e-01
  81.500000   1.165555e-07       2.822034e-01
  82.500000   1.141154e-07       2.822035e-01
  83.500000   1.053532e-07       2.822036e-01
  84.500000   1.015900e-07       2.822037e-01
  85.500000   9.831489e-08       2.822038e-01
  86.500000   9.245798e-08       2.822039e-01
