  1 G000.1169-00.5703 17 48 07.70 -29 07 55.5  38  44 <  0.074 <  0.150 <  0.086    0.255    8.730   28.300 < 22.000   126.5  92 -99
174 G033.1983-00.0107 18 51 57.74 +00 13 55.9  19  20 <  0.131 <  0.108 <  0.087 <  0.256   59.373 < 10.000 <  6.000   703.0 -99 -99
175 G033.4619+00.0732 18 52 08.66 +00 30 18.2  28  28 <  0.052 <  0.052 <  0.031 <  0.015    8.602    5.200 <  4.600    52.7 164 -99
176 G033.8783+00.2033 18 52 26.44 +00 56 05.8  19  27 <  0.055 <  0.035 <  0.038 <  0.070    0.980    2.090 <  0.490    14.1 103 -99
177 G034.1278-00.0007 18 53 37.33 +01 03 50.3  11  11 <  0.018 <  0.015 <  0.010 <  0.013    0.537    0.960 <  3.400    10.6 108 -99
178 G034.3830-00.0360 18 54 12.81 +01 16 29.9   9  10 <  0.007 <  0.010 <  0.018 <  0.054    0.965    0.910 <  0.960    10.6 135 -99
179 G034.4337-00.0722 18 54 26.10 +01 18 12.9  15  13    0.074    0.097    0.335    0.763    9.226   28.700   11.400   175.8  93  98
180 G034.5203-00.4129 18 55 48.36 +01 13 30.8   8   8 <  0.013 <  0.015 <  0.020 <  0.002    0.342 <  1.300 <  1.200   -99.9 -99 -99
181 G034.5407+00.0597 18 54 09.63 +01 27 32.3   6   7 <  0.022 <  0.013 <  0.013 <  0.030    0.542    3.930 <  6.700    17.6  77 -99
182 G034.5572-00.1338 18 54 52.78 +01 23 07.4   5  11 <  0.039 <  0.031 <  0.026 <  0.007    0.961 <  0.300 <  1.900   -99.9 -99 -99
183 G034.7527-00.2934 18 55 48.29 +01 29 11.6  13  11 <  0.004 <  0.001 <  0.009 <  0.070    0.665 <  0.540 <  1.100   -99.9 -99 -99
184 G034.7879-00.1134 18 55 13.69 +01 36 00.0   6  10 <  0.006 <  0.004 <  0.001 <  0.012    0.436 <  0.320 <  0.760   -99.9 -99 -99
185 G034.8307-00.5197 18 56 45.14 +01 27 09.2  11  10 <  0.006 <  0.004 <  0.014 <  0.006    0.421 <  0.250 <  0.200   -99.9 -99 -99
186 G034.8716-00.0879 18 55 17.41 +01 41 10.0  13  14 <  0.057 <  0.048 <  0.044 <  0.040   13.072   17.400 <  3.200    52.7 119 -99
187 G034.9306-00.1331 18 55 33.53 +01 43 04.8   6   7 <  0.001 <  0.001 <  0.005 <  0.010    0.373 <  0.460 <  0.210   -99.9 -99 -99
188 G035.2498-00.1614 18 56 14.56 +01 59 20.8   5   7 <  0.032 <  0.020 <  0.077 <  0.069    1.793    3.800 <  2.200     7.0 103 -99
189 G035.2895-00.4783 18 57 26.62 +01 52 47.3   9   7 <  0.048 <  0.041 <  0.037 <  0.016    0.658 <  0.280 <  0.180   -99.9 -99 -99
190 G035.3342-00.1143 18 56 13.74 +02 05 08.5   8   8 <  0.016 <  0.011 <  0.030 <  0.007    1.556 <  0.200 <  8.600   -99.9 -99 -99
191 G035.3454+00.0083 18 55 48.77 +04 09 05.8  14  14 <  0.023 <  0.023 <  0.016 <  0.031    4.328    7.400 <  2.100    56.2 110 -99
192 G035.5199-00.8758 18 59 16.81 +01 54 11.6  21  38 <  0.019 <  0.019 <  0.028 <  0.004    2.024    2.300 <  2.500     7.0 126 -99
193 G035.5959-00.0288 18 56 24.15 +02 21 27.3  20  12 <  0.018 <  0.042 <  0.021    0.107   86.707 < 51.000 < 24.000   -99.9 -99 -99
194 G035.8210-00.4463 18 58 17.07 +02 21 33.3   5   6 <  0.022 <  0.017 <  0.030 <  0.059    0.877    1.380 <  0.570     7.0 113 -99
195 G036.0914-00.2843 18 58 13.11 +02 40 54.4   4   5 <  0.034 <  0.029 <  0.038 <  0.019    0.779    0.740 <  0.810     3.5 135 -99
196 G036.1893-00.1705 18 57 59.59 +02 49 15.1   6 161 <  0.030 <  0.022 <  0.019 <  0.020    1.913    1.500 <  0.720    21.1 146 -99
197 G036.2865+00.7233 18 54 59.04 +03 18 54.9  20  16 <  0.075 <  0.079 <  0.072 <  0.052   59.604   15.600 <  1.200    70.3 300 -99
198 G036.3971+00.0455 18 57 36.15 +03 06 15.6   6   9 <  0.008 <  0.007 <  0.008 <  0.008    0.683    1.010 <  0.580    14.1 115 -99
199 G037.1750-00.4461 19 00 46.73 +03 34 17.8  29  38 <  0.116 <  0.099 <  0.362 <  0.709   25.956   76.500   37.100 13357.0  94  80
200 G037.2793-00.7766 19 02 08.87 +03 30 47.3  13  14 <  0.011 <  0.007 <  0.006 <  0.022    1.268 <  0.580 <  0.720   -99.9 -99 -99
201 G037.2933+00.6703 18 57 00.85 +04 11 12.9  11  14 <  0.010 <  0.016 <  0.005 <  0.016    4.134    2.200 <  1.500    14.1 176 -99
202 G037.6235+00.3532 18 58 45.03 +04 20 09.2  18  12 <  0.008 <  0.002 <  0.006 <  0.014    1.112    1.630 <  2.520     7.0 115 -99
203 G037.6443+00.3027 18 58 58.13 +04 19 52.7   5   6 <  0.085 <  0.052 <  0.042 <  0.003    4.211 <  0.300 <  4.100   -99.9 -99 -99
204 G037.6475-00.3821 19 01 25.03 +04 01 15.7   7  10 <  0.009 <  0.009 <  0.030 <  0.065    1.182    2.550 <  1.760    10.6 103 -99
205 G037.7584+00.1233 18 59 49.08 +04 21 02.9  10  10 <  0.009 <  0.002 <  0.004 <  0.012    1.229    1.220 <  1.590    10.6 132 -99
206 G037.9798-00.2701 19 01 37.67 +04 22 03.9  13  11 <  0.004 <  0.006 <  0.006 <  0.001    0.972    2.000    2.260    21.1 104  47
207 G038.0177-00.3971 19 02 09.02 +04 20 45.9   9  12 <  0.022 <  0.032 <  0.039 <  0.052   12.598    7.250 <  3.730    35.2 169 -99
208 G038.1254+00.1293 19 00 28.20 +04 40 47.8  14  18 <  0.014 <  0.022 <  0.025 <  0.007    1.912    1.770 <  0.700    14.1 136 -99
209 G038.1499+00.9112 18 57 43.40 +05 03 32.3  17  19 <  0.005 <  0.006 <  0.005 <  0.008    3.000    1.210 <  1.000     3.5 208 -99
210 G038.2354+00.3249 18 59 58.42 +04 52 01.9   5   5 <  0.002 <  0.001 <  0.001 <  0.003    0.123 <  0.120 <  0.110   -99.9 -99 -99
211 G038.9414-00.7446 19 05 05.33 +05 00 17.8   8   8 <  0.023 <  0.018 <  0.008 <  0.011    0.631    0.850 <  0.910     3.5 119 -99
212 G039.0925-00.6915 19 05 10.67 +05 09 48.8  10  20 <  0.005 <  0.003 <  0.003 <  0.001    0.137 <  0.150 <  0.110   -99.9 -99 -99
213 G039.1574-00.0317 19 02 56.51 +05 31 25.6  14  15 <  0.002 <  0.005 <  0.009 <  0.068    3.679    6.200 <  0.400    17.6 110 -99
214 G039.2486-00.0647 19 03 13.66 +05 35 23.0   9  13 <  0.013 <  0.031    0.063    0.435   27.100   29.100 <  4.600   316.4 112  51
215 G039.4470-00.0674 19 03 36.17 +05 45 53.4  12  15 <  0.014 <  0.007 <  0.001 <  0.001    0.984    0.850 <  1.000    10.6 140 -99
216 G039.4551+00.5530 19 01 24.00 +06 03 22.2  11   9 <  0.004 <  0.008 <  0.004 <  0.007    1.279    2.700 <  2.250     7.0 103 -99
217 G039.9449+00.6920 19 01 48.27 +06 33 18.9  10  12 <  0.027 <  0.021 <  0.019 <  0.042    0.706    0.780 <  0.180     3.5 127 -99
218 G040.1095-00.2757 19 05 34.19 +06 15 28.4   6   7 <  0.005 <  0.007 <  0.009 <  0.006    0.609    0.520 <  2.100     3.5 141 -99
219 G040.2891+00.5257 19 03 01.17 +06 46 40.4   6   6 <  0.031 <  0.022 <  0.012 <  0.001    0.427    0.350 <  0.120     1.8 143 -99
220 G040.4658+00.4468 19 03 38.60 +06 54 21.6   6   5 <  0.003 <  0.003 <  0.002 <  0.001    0.190 <  0.150 <  0.110   -99.9 -99 -99
221 G041.0816-00.4178 19 07 52.69 +07 03 20.9  14  10 <  0.014 <  0.014 <  0.008 <  0.012    1.878    2.890 <  0.380    10.6 114 -99
222 G041.1120-00.1753 19 07 04.00 +07 11 39.8   8  10 <  0.008 <  0.012 <  0.004 <  0.012    8.940    6.500 <  4.800    70.3 151 -99
223 G041.3677+00.0870 19 06 36.08 +07 32 31.5   9  10 <  0.004 <  0.002 <  0.019 <  0.030    0.820    1.530 <  1.100    10.6 107 -99
224 G041.5357+00.0349 19 07 05.99 +07 40 02.2   7   7 <  0.002 <  0.002 <  0.002 <  0.004    1.603 <  2.960 <  1.660   -99.9 -99 -99
225 G041.5496+00.0975 19 06 54.06 +07 42 30.3  15   1 <  0.040 <  0.025 <  0.022 <  0.002    1.037    2.130 <  1.240     7.0 104 -99
226 G042.0370-00.8777 19 11 18.08 +07 41 28.6  11  13 <  0.002 <  0.002 <  0.008 <  0.003    0.904 <  0.910 <  0.250   -99.9 -99 -99
227 G042.1998-00.2268 19 19 09.39 +08 08 10.4  15  18 <  0.002 <  0.001 <  0.002 <  0.010    0.716    2.360 <  0.790    10.6  92 -99
228 G042.2264-00.0622 19 08 43.95 +08 14 08.5   3 242 <  0.005 <  0.020 <  0.045 <  0.027    6.277    7.874 <  4.740    21.1 122 -99
229 G042.5217-00.0850 19 09 21.89 +08 29 14.0   6  11 <  0.006 <  0.006 <  0.012 <  0.052    4.351    3.340 <  0.370    35.2 147 -99
230 G042.5231+00.4272 19 07 31.70 +08 43 28.1  20  11 <  0.012 <  0.009 <  0.001 <  0.014    0.386 <  0.670 <  0.440   -99.9 -99 -99
231 G043.7709+00.0659 19 11 09.56 +09 39 53.8  17  14 <  0.094 <  0.076 <  0.026 <  0.016   15.471 <  3.740 <  1.060   -99.9 -99 -99
232 G044.0940-00.0241 19 12 05.40 +09 54 35.1   6   9 <  0.007 <  0.011 <  0.009 <  0.008    2.190    2.290 <  0.700    10.6 130 -99
233 G044.1658+00.0926 19 11 48.29 +10 01 38.6   7  12 <  0.006 <  0.001 <  0.038 <  0.065    3.338 <  4.430 <  2.380   -99.9 -99 -99
234 G044.1790+00.1705 19 11 32.95 +10 04 30.5   5   6 <  0.002 <  0.003 <  0.027 <  0.045    2.707    2.180 <  0.340    10.6 144 -99
235 G044.3027+00.2988 19 11 19.16 +10 14 38.9   6   7 <  0.003 <  0.004 <  0.003 <  0.005    0.715    0.650 <  0.500     3.5 137 -99
236 G044.4100-00.3132 19 13 43.52 +10 03 20.7  19  11 <  0.006 <  0.013 <  0.011 <  0.009    4.210    3.420    1.700    17.6 144  78
237 G044.5388-00.2303 19 13 40.19 +10 12 29.9   8   9 <  0.009 <  0.020 <  0.022 <  0.041    9.384    6.800 <  0.990    35.2 151 -99
238 G045.1952+00.7420 19 11 23.98 +11 14 25.5  20  22 <  0.006    0.006    0.018    0.063    2.304    4.810    1.960    28.1 104  95
239 G045.2527-00.4751 19 15 54.08 +10 43 35.7   7   9 <  0.105 <  0.067 <  0.044 <  0.022    0.824    0.160 <  0.640     3.5 450 -99
241 G045.9646-00.3816 19 16 54.99 +11 23 59.9   5   6 <  0.018 <  0.010 <  0.027 <  0.011    1.928    3.310 <  0.430     7.0 110 -99
242 G046.0291-00.0961 19 16 00.50 +11 35 24.4   6   9 <  0.001 <  0.002 <  0.004 <  0.013    2.402    1.190 <  1.090    10.6 183 -99
243 G046.0408-00.0858 19 15 59.60 +11 36 19.0  10   8 <  0.005 <  0.003 <  0.017 <  0.040    1.300    0.880 <  2.300     7.0 156 -99
244 G046.0837+00.4263 19 14 13.36 +11 52 53.2   5   6    0.010    0.007    0.062    0.162    0.238    1.250 <  3.500    10.6  82 -99
245 G046.3270-00.7938 19 19 05.71 +11 31 39.7   5   6 <  0.016 <  0.012 <  0.015 <  0.020    1.001    0.180 <  1.390     3.5 523 -99
246 G046.4224-00.6803 19 18 52.08 +11 39 54.4  12  10 <  0.013 <  0.013 <  0.026 <  0.013    0.211 <  0.210 <  0.620   -99.9 -99 -99
247 G046.7943-00.2716 19 18 06.15 +12 11 06.1  22  20 <  0.034 <  0.028 <  0.036    0.026    4.015    4.180 <  1.580    24.6 130 -99
248 G046.8518+00.8551 19 14 07.67 +12 45 38.8  12  10 <  0.008 <  0.006 <  0.002 <  0.006    0.590 <  0.230 <  0.420   -99.9 -99 -99
249 G046.9132+00.6113 19 15 07.81 +12 42 06.7  13  10 <  0.009 <  0.013 <  0.011 <  0.002    1.765    0.540 <  0.120     5.3 257 -99
250 G047.0369+00.4063 19 16 06.62 +12 42 57.3   7   7 <  0.002 <  0.002 <  0.005 <  0.010    0.084 <  0.150 <  0.290   -99.9 -99 -99
251 G047.9265+00.1793 19 18 38.38 +13 23 47.8   7   9 <  0.014 <  0.010 <  0.011 <  0.006    0.228 <  0.250 <  0.740   -99.9 -99 -99
252 G048.0957-00.1993 19 20 20.47 +13 22 06.9   8   9 <  0.005 <  0.006 <  0.004 <  0.019    0.285 <  0.110 <  0.390   -99.9 -99 -99
253 G048.1377-00.0752 19 19 58.30 +13 27 50.2   6   7 <  0.009 <  0.008 <  0.021 <  0.018    0.812    1.100 <  0.300     3.5 118 -99
254 G048.1582-00.1792 19 20 23.34 +13 25 59.6   6   7 <  0.001 <  0.002 <  0.005 <  0.001    0.142 <  0.180 <  0.410   -99.9 -99 -99
255 G048.2517+00.2487 19 19 00.85 +13 42 59.3   6   8 <  0.008 <  0.005 <  0.004 <  0.002    0.130 <  0.120 <  0.570   -99.9 -99 -99
256 G048.5581+00.4767 19 18 46.51 +14 05 38.2  36  28 <  0.110 <  0.084 <  0.160 <  0.200   10.827   17.600 <  3.160    21.1 112 -99
257 G048.6208+00.3858 19 19 12.28 +14 06 35.5   6   7 <  0.006 <  0.004 <  0.002 <  0.012    0.318    0.580 <  0.360     3.5 108 -99
258 G048.8701+00.1269 19 20 39.19 +14 12 19.7   7   7 <  0.023 <  0.018 <  0.018 <  0.040    1.250    0.470 <  0.180     3.5 218 -99
259 G049.0422-00.2350 19 22 18.29 +14 11 13.3  10   8 <  0.086 <  0.123 <  0.058 <  0.684  181.719 < 63.000 < 21.000   -99.9 -99 -99
260 G049.1639-00.0766 19 21 57.89 +14 22 08.4  18  24 <  0.017 <  0.018 <  0.029 <  0.035    8.110    7.700    4.200    31.6 135  73
261 G049.2969-00.4489 19 23 34.75 +14 18 38.2  12  10 <  0.045 <  0.052 <  0.046 <  0.100   27.300   15.300 <  3.900    77.3 171 -99
262 G049.4683-00.2527 19 23 11.97  14 33 15.7  15  17 <  0.024 <  0.038 <  0.024 <  0.018   48.100   27.710 <  6.670    59.8 169 -99
263 G049.6930-00.7855 19 25 34.69 +14 30 00.1  47  41    0.037    0.040    0.036    0.125   15.400    7.010 <  4.820    17.6 192 -99
264 G049.7065-00.1722 19 23 22.27 +14 48 08.4  22  18    0.060    0.115    0.179    0.519   52.849   39.100 <  8.300   109.0 149 -99
265 G049.7115+00.1867 19 22 04.25 +14 58 33.8   6   8    0.017    0.013    0.016    0.011    0.413 <  0.390 <  0.280   -99.9 -99 -99
266 G049.8158+00.3662 19 21 37.12 +15 09 09.4   4   5    0.001    0.002    0.002    0.009    2.760    1.760 <  0.400    10.6 160 -99
267 G049.8425-00.0165 19 23 04.14 +14 59 45.1   7   9 <  0.015 <  0.012 <  0.011 <  0.007    0.386 <  0.780 <  1.780   -99.9 -99 -99
268 G049.9216+00.3368 19 21 55.96 +15 13 55.6   6   9 <  0.003 <  0.003 <  0.002 <  0.020    0.273 <  0.230 <  0.150   -99.9 -99 -99
269 G050.2425-00.4959 19 25 36.15 +15 07 16.1   5   7    0.064    0.053    0.386    1.044    2.228   10.990   12.140    87.9  84  48
270 G050.3075+00.5216 19 22 00.63 +15 39 34.4   6  11 <  0.007 <  0.005 <  0.002 <  0.001    0.360 <  0.460 <  0.140   -99.9 -99 -99
271 G050.3547+00.0477 19 23 50.27 +15 28 39.0  31  40 <  0.232 <  0.151 <  0.141 <  0.012    5.045    8.430 <  5.500     7.0 111 -99
273 G050.9625+00.8940 19 21 55.59 +16 24 45.6  16  13 <  0.083 <  0.047 <  0.078 <  0.103    2.722    7.480 <  4.940    10.6  96 -99
274 G050.9884+00.1581 19 24 40.82 +16 05 16.7  17  11 <  0.021 <  0.006 <  0.007 <  0.105   16.197 < 16.800 <  4.900   -99.9 -99 -99
275 G051.4152-00.6768 19 28 34.96 +16 03 57.8   9  11 <  0.005 <  0.004 <  0.002 <  0.002    0.240    0.410 <  0.250     7.0 110 -99
276 G052.3305-00.4971 19 29 45.13 +16 57 20.3   5   6 <  0.005 <  0.004 <  0.001 <  0.008    0.373    0.710 <  0.240    10.6 106 -99
277 G052.4427+00.2010 19 27 24.55 +17 23 16.5  10  12 <  0.002 <  0.052 <  0.004 <  0.004    0.539    0.480 <  0.210     3.5 138 -99
278 G052.7682+00.3332 19 27 34.39 +17 44 13.5   5   5 <  0.004 <  0.005 <  0.031 <  0.042    1.517 <  1.940 <  0.680   -99.9 -99 -99
279 G052.0776+00.1149 19 29 00.00 +17 54 16.6   5   6 <  0.002 <  0.001 <  0.004 <  0.017    0.372 <  0.540 <  0.830   -99.9 -99 -99
280 G053.1827+00.1582 19 29 03.10 +18 01 03.4  10  10 <  0.123 <  0.142 <  0.332 <  1.304  193.000 <100.000 < 75.000   -99.9 -99 -99
281 G053.3358+00.9002 19 26 36.76 +18 30 22.2   8   8 <  0.041 <  0.026    0.143    0.362    0.629    3.400    6.500    14.1  82  38
282 G053.4178+00.0990 19 29 44.66 +18 11 44.3  11   9 <  0.013 <  0.011 <  0.024 <  0.043    0.629 <  1.160 <  0.760   -99.9 -99 -99
283 G054.0569-00.0879 19 31 43.82 +18 39 58.5   8  10 <  0.030 <  0.038 <  0.037 <  0.097   12.798   13.600 <  4.500     7.0 129 -99
284 G054.1757+00.6873 19 29 05.79 +19 08 33.7   8  10 <  0.021 <  0.015 <  0.016 <  0.005    0.544 <  0.190 <  0.140   -99.9 -99 -99
285 G054.3278+00.9448 19 28 26.78 +19 23 57.7  20  15 <  0.008 <  0.002 <  0.001 <  0.014    1.710    1.800 <  0.400     3.5 130 -99
286 G054.4222+00.0045 19 32 07.95 +19 01 51.0   6   7 <  0.003 <  0.003 <  0.007 <  0.020    1.662    1.690 <  0.840    10.6 131 -99
287 G054.7838+00.8745 19 29 38.06 +19 45 58.2   9   8 <  0.007 <  0.005 <  0.010 <  0.001    0.727    0.890 <  0.970     7.0 123 -99
288 G055.3208+00.3365 19 32 44.36 +19 58 41.1  11   9 <  0.002 <  0.002 <  0.003 <  0.012    0.220 <  0.150 <  0.410   -99.9 -99 -99
289 G055.5792+00.6749 19 32 00.45 +20 22 03.6  53  65 <  1.645 <  0.946 <  1.175 <  1.987   24.945   42.400 < 70.000    10.6 110 -99
290 G056.0069-00.2011 19 36 09.64 +20 19 01.5   6   8 <  0.012 <  0.009 <  0.009 <  0.001    0.262    0.290 <  0.110     3.5 127 -99
291 G056.0422-00.1902 19 36 11.52 +20 21 11.6   8   8 <  0.033 <  0.022 <  0.018 <  0.004    0.369 <  0.340 <  0.430   -99.9 -99 -99
292 G056.5717-00.8290 19 39 40.66 +20 30 06.6  62  59 <  0.132 <  0.076 <  0.067 <  0.070    2.760    6.200 <  4.100     3.5 102 -99
293 G056.8920+00.8745 19 35 31.47 +21 24 48.3   6   6 <  0.011 <  0.009 <  0.001 <  0.003    0.635    0.730 <  0.690     3.5 125 -99
294 G057.0235+00.2542 19 36 34.93 +21 25 35.8   6   7 <  0.008 <  0.003 <  0.003 <  0.003    0.112 <  0.150 <  0.110   -99.9 -99 -99
295 G057.9600+00.5684 19 35 31.47 +21 24 48.3   5   6 <  0.014 <  0.009 <  0.004 <  0.001    0.326 <  0.110 <  0.530   -99.9 -99 -99
296 G058.4031+00.0122 19 40 24.72 +22 30 35.5   6   7 <  0.006 <  0.003 <  0.007 <  0.015    0.244 <  0.050 <  0.050   -99.9 -99 -99
297 G058.5379+00.6691 19 38 13.16 +22 57 01.9   8   8 <  0.016 <  0.012 <  0.010 <  0.001    0.551 <  0.120 <  0.410   -99.9 -99 -99
299 G059.9278-00.2213 19 44 35.20 +24 43 02.0   5   6 <  0.005 <  0.004 <  0.001 <  0.003    0.230 <  0.050 <  0.060   -99.9 -99 -99
300 G060.0393-00.0905 19 44 20.09 +23 52 45.4   7   7 <  0.010 <  0.004 <  0.005 <  0.013    0.733 <  0.400 <  0.710   -99.9 -99 -99
301 G060.1250+00.1193 19 43 43.48 +24 03 30.0   9  13 <  0.012 <  0.009 <  0.011 <  0.027    1.521 <  0.060 <  0.120   -99.9 -99 -99
302 G060.3970-00.2682 19 45 47.51 +24 06 00.0   5   6    0.005    0.004    0.005    0.013    0.191 <  0.270 <  0.200   -99.9 -99 -99
303 G060.5080-00.2857 19 46 06.17 +24 11 14.5   7   7 <  0.026 <  0.021 <  0.029 <  0.056    1.117 <  0.860 <  0.390   -99.9 -99 -99
304 G060.6685-00.0027 19 45 22.88 +24 28 04.8   5   6 <  0.008 <  0.005 <  0.006 <  0.018    1.115 <  0.870 <  0.740   -99.9 -99 -99
305 G060.9223-00.1176 19 46 22.68 +24 37 48.3   6   6 <  0.025 <  0.016 <  0.030 <  0.057    4.068 <  1.860 <  3.070   -99.9 -99 -99
306 G060.9757-00.3439 19 47 21.41 +24 33 44.0  17  15 <  0.041 <  0.022 <  0.022 <  0.017    1.270 <  0.530 <  0.120   -99.9 -99 -99
307 G061.1417-00.8954 19 49 49.02 +24 25 34.0   6   9 <  0.003 <  0.005 <  0.005 <  0.008    4.143  -99.999  -99.999   -99.9 -99 -99
308 G061.5950-00.6887 19 50 02.99 +24 55 20.7  40  23 <  0.031 <  0.019 <  0.130 <  0.210    1.309    1.220 <  1.840     1.8 136 -99
309 G061.6786+00.9381 19 44 00.81 +25 48 46.0  40  28 <  0.001 <  0.003 <  0.004 <  0.005    0.221    4.610    3.920     5.3  63  54
311 G063.1214+00.3289 19 49 35.94 +26 45 12.6   6   5 <  0.005 <  0.050 <  0.017 <  0.041    1.430 <  0.550 <  0.380   -99.9 -99 -99
312 G063.1263+00.3327 19 49 35.73 +26 45 33.4   5   5 <  0.011 <  0.004 <  0.015 <  0.031    1.110 <  0.240 <  0.170   -99.9 -99 -99
314 G063.8261+00.5362 19 50 24.42 +27 27 55.7   5   8 <  0.023 <  0.015 <  0.021 <  0.006    1.559    0.450 <  0.050     3.5 271 -99
331 G078.2889+00.7829 20 27 17.68 +39 44 32.6  33  30 <  0.036 <  0.024 <  0.032 <  0.017   28.450   12.720 <  4.800    17.6 195 -99
332 G078.4215+01.0808 20 26 24.82 +40 01 39.9  21  34 <  0.125 <  0.097 <  0.378 <  0.819    6.096 < 18.500 < 11.100   -99.9 -99 -99
333 G078.5197+01.0652 20 26 46.79 +40 05 55.2  11  12 <  0.014 <  0.013 <  0.063 <  0.241    6.220    8.990 <  2.500    17.6 116 -99
334 G079.0407+01.1524 20 27 59.90 +40 34 23.0  12  13 <  0.004 <  0.004 <  0.005 <  0.005    0.463    1.450 <  0.170     7.0  93 -99
335 G079.2004+01.2068 20 28 15.40 +40 44 04.6  20  16 <  0.050 <  0.034 <  0.142 <  0.265    2.582 <  4.430 <  3.010   -99.9 -99 -99
336 G079.2368-00.7326 20 36 32.60 +39 36 47.5  20  12 <  0.011 <  0.011 <  0.032 <  0.090    4.672  -99.999  -99.999   -99.9 -99 -99
337 G079.4172+01.2703 20 28 39.16 +40 56 51.0  11   9 <  0.007 <  0.008 <  0.008 <  0.015    1.410    4.500 <  1.670    35.2  93 -99
338 G078.8223+00.0959 20 34 55.13 +40 34 43.1  24  16 <  0.019    0.034    0.124    1.179   32.850   55.630 < 18.070    98.4 110 -99
339 G080.2400+00.1354 20 36 04.41 +40 56 13.0 108  66 <  0.100 <  0.075 <  0.130 <  0.340   31.116   40.700 <  5.500    31.6 120 -99
340 G080.2632+01.9137 20 28 30.22 +42 00 35.2  20  15 <  0.019 <  0.018 <  0.009 <  0.013    1.311 <  1.840 <  0.310   -99.9 -99 -99
341 G080.8621+00.9749 20 34 28.94 +41 56 17.0  30  25 <  0.079 <  0.075 <  0.082 <  0.278   10.669   11.980 <  5.910   -99.9 126 -99
342 G080.9020+00.9828 20 34 34.55 +41 58 29.3  18  10    0.060    0.077    0.192    0.383    0.773    8.990    5.250    49.2  70  69
352 G103.5937+01.2506 22 15 57.45 +58 09 36.7  10  15 <  0.007 <  0.005 <  0.006 <  0.002    0.094 <  0.160 <  0.450   -99.9 -99 -99
353 G104.3447+02.2299 22 16 32.93 +59 23 30.2  36  19 <  0.005 <  0.004 <  0.004 <  0.004    0.420    0.610 <  0.080     3.5 116 -99
354 G104.6470+00.0088 22 27 41.32 +57 41 05.3   9  17 <  0.006 <  0.005 <  0.009 <  0.013    0.072  -99.999  -99.999   -99.9 -99 -99
355 G104.6501+02.3475 22 18 02.24 +59 39 33.7  13   8    0.003    0.003    0.021    0.057    0.021    0.250    0.850    17.6  70  32
356 G106.6327+00.3917 22 39 17.63 +59 00 59.3   8  14 <  0.057 <  0.045 <  0.034 <  0.022    0.184    0.190 <  0.040    14.1 130 -99
357 G106.6375+00.3783 22 39 22.61 +59 00 25.5  18  12 <  0.001 <  0.003 <  0.002 <  0.003    0.218    0.160 <  0.060   -99.9 150 -99
358 G107.0392+02.4196 22 34 06.60 +60 58 50.3   8  13 <  0.004 <  0.003 <  0.003 <  0.002    0.043 <  0.030 <  0.050   -99.9 -99 -99
361 G108.9891+01.5606 22 51 39.97 +61 08 50.0  94  26 <  0.010 <  0.005 <  0.012 <  0.031    0.251    1.280 <  1.800     7.0  83 -99
362 G109.1157+00.6799 22 55 45.29 +60 24 39.4  17  13 <  0.004 <  0.004 <  0.008    0.024    0.427    0.610 <  0.560     3.5 116 -99
399 G284.0765-00.4323 10 22 23.08 -57 44 28.0  33  22    0.007    0.019    0.058    0.508    9.790   23.800    5.800   214.4  99 262
400 G284.2999-00.3359 10 24 03.06 -57 46 46.7   3   3  -99.999  -99.999  -99.999  -99.999  -99.999  -99.999  -99.999   -99.9 -99 -99
401 G284.3011-00.3712 10 24 03.06 -57 48 36.1   2   2  -99.999  -99.999  -99.999  -99.999  -99.999  -99.999  -99.999   -99.9 -99 -99
402 G284.3400-00.2827 10 24 39.19 -57 45 21.1   3   3  -99.999  -99.999  -99.999  -99.999  -99.999  -99.999  -99.999   -99.9 -99 -99
407 G287.4071-00.3593 10 44 43.87 -59 21 25.1  23  23 <  0.003 <  0.033 <  0.155    0.495   36.700   31.100 < 19.500    38.7 141 -99
408 G287.4389-00.6132 10 44 00.94 -59 35 46.0   3   3  -99.999  -99.999  -99.999  -99.999  -99.999  -99.999  -99.999   -99.9 -99 -99
409 G287.6131-01.1302 10 43 17.90 -60 08 03.5  12  14 <  0.027 <  0.026 <  0.047    0.156    3.460    1.220 <  1.480     7.0 229 -99
410 G287.6736-01.0093 10 44 11.11 -60 03 21.2   4   6 <  0.055 <  0.083    0.237    1.623    4.650   10.210 <  2.350    73.8 102 -99
411 G288.1505-00.5059 10 49 24.98 -59 49 43.8   9   8 <  0.011 <  0.011    0.034    0.176    1.770    3.460 <  1.160    31.6 106 -99
412 G288.2321-01.1167 10 47 46.17 -60 24 36.2   8   8 <  0.005 <  0.004 <  0.003 <  0.008    0.448    1.050 <  2.710    17.6 100 -99
414 G288.4263-01.2245 10 48 46.55 -60 35 40.4  10  12 <  0.007 <  0.007 <  0.008    0.015    0.120    0.300 <  0.120     7.0  99 -99
415 G298.5657+00.0650 12 13 29.83 -62 29 05.1   6   5 <  0.008 <  0.006 <  0.012 <  0.028    0.670  -99.999  -99.999   -99.9 -99 -99
416 G298.6101-00.5363 12 13 06.35 -63 05 09.7   4   6 <  0.002 <  0.001 <  0.002 <  0.005    0.361  -99.999  -99.999   -99.9 -99 -99
