T	24/70	160/350
131.0	2.604979471008489	9.200931358156502
132.0	2.6591796833285977	9.21645243728345
133.0	2.7136834993829924	9.231749734595114
134.0	2.7684812627297397	9.246828002910947
135.0	2.8235634166480588	9.26169186295612
136.0	2.8789205071256356	9.27634580786131
137.0	2.934543185606881	9.290794207482383
138.0	2.9904222115115604	9.305041312548168
139.0	3.0465484545328865	9.319091258644141
140.0	3.102912896724143	9.332948070039405
141.0	3.159506634382574	9.34661566336404
142.0	3.2163208797391185	9.360097851143452
143.0	3.273346962462413	9.373398345196128
144.0	3.330576330985152	9.386520759900788
145.0	3.3880005536608087	9.399468615338705
146.0	3.4456113197584184	9.412245340316604
147.0	3.503400440302937	9.424854275275397
148.0	3.5613598487684937	9.437298675089625
149.0	3.619481601631577	9.449581711762322
150.0	3.6777578787910508	9.461706477019815
151.0	3.736180983861624	9.473675984810683
152.0	3.7947433443472223	9.485493173712875
153.0	3.853437511700472	9.497160909253
154.0	3.912256161274312	9.50868198614129
155.0	3.9711920921715467	9.52005913042589
156.0	4.030238226997933	9.531295001569745
157.0	4.089387611524221	9.542392194453246
158.0	4.1486334142623384	9.553353241305802
159.0	4.20796892596076	9.564180613569066
160.0	4.267387559023861	9.574876723694729
161.0	4.326882846859926	9.585443926879464
162.0	4.386448443162254	9.595884522739512
163.0	4.446078121127679	9.606200756927388
164.0	4.505765772616582	9.616394822692957
165.0	4.565505407258388	9.626468862391107
166.0	4.625291151506291	9.636424968938089
167.0	4.685117247644885	9.646265187218562
168.0	4.744978052754136	9.65599151544524
169.0	4.804868037633038	9.665605906473006
170.0	4.864781785686129	9.675110269069192
171.0	4.924713991775924	9.68450646914177
172.0	4.984659461044148	9.693796330927025
173.0	5.04461310770454	9.702981638138239
174.0	5.104569953809914	9.71206413507687
175.0	5.164525127995932	9.721045527707671
176.0	5.2244738642040485	9.729927484699019
177.0	5.284411500385895	9.738711638429816
178.0	5.344333477191264	9.747399585964173
179.0	5.404235336641792	9.75599288999507
180.0	5.464112720792275	9.764493079758118
181.0	5.523961370381516	9.772901651916527
182.0	5.583777123474437	9.781220071418332
183.0	5.6435559140971705	9.789449772326835
184.0	5.703293770866683	9.797592158625307
185.0	5.762986815616473	9.805648604996783
186.0	5.82263126201972	9.813620457579889
187.0	5.882223414211273	9.82150903470157
188.0	5.941759665409706	9.829315627587444
189.0	6.001236496540652	9.837041501050685
190.0	6.06065047486254	9.84468789416008
191.0	6.119998252595793	9.852256020888072
192.0	6.179276565556477	9.859747070739425
193.0	6.238482231795319	9.867162209361178
194.0	6.297612150242998	9.874502579134584
195.0	6.3566632993625065	9.881769299749571
196.0	6.41563273580932	9.888963468762407
197.0	6.474517593100169	9.896086162137046
198.0	6.533315080290958	9.903138434770785
199.0	6.592022480664569	9.910121321004704
200.0	6.650637150429012	9.917035835119412
201.0	6.709156517426519	9.923882971816605
202.0	6.767578079854082	9.93066370668689
203.0	6.8258994049958	9.937378996664313
204.0	6.884118127967537	9.944029780468062
205.0	6.9422319504742225	9.950616979031727
206.0	7.000238639580122	9.957141495920542
207.0	7.058136026492472	9.963604217737004
208.0	7.115922005358624	9.970006014515231
209.0	7.173594532077093	9.976347740104398
210.0	7.231151623122644	9.982630232541675
211.0	7.288591354385626	9.988854314414874
212.0	7.34591186002579	9.995020793215305
213.0	7.403111331340655	10.001130461680944
214.0	7.460188015648604	10.007184098130413
215.0	7.517140215186831	10.01318246678792
216.0	7.573966286024175	10.019126318099515
217.0	7.630664636988972	10.02501638904087
218.0	7.687233728611917	10.030853403416943
219.0	7.7436720720840295	10.036638072153654
220.0	7.799978228229715	10.042371093581897
221.0	7.856150806494899	10.04805315371412
222.0	7.9121884639503115	10.053684926513657
223.0	7.968089904309796	10.05926707415706
224.0	8.023853876963699	10.064800247289627
225.0	8.07947917602723	10.070285085274365
226.0	8.134964639403778	10.075722216434523
227.0	8.190309147863118	10.081112258289934
228.0	8.245511624134393	10.086455817787353
229.0	8.300571032013831	10.091753491524923
230.0	8.355486375487112	10.097005865970974
231.0	8.410256697866211	10.10221351767734
232.0	8.464881080940728	10.10737701348728
233.0	8.519358644143487	10.112496910738276
234.0	8.573688543730343	10.117573757459716
235.0	8.627869971974059	10.122608092565743
236.0	8.681902156372114	10.127600446043303
237.0	8.73578435886835	10.132551339135599
238.0	8.789515875088233	10.137461284521056
239.0	8.843096033587702	10.142330786487891
240.0	8.896524195115347	10.147160341104502
241.0	8.949799751887861	10.151950436385686
242.0	9.002922126878559	10.156701552454875
243.0	9.05589077311882	10.161414161702478
244.0	9.108705173012316	10.166088728940437
245.0	9.161364837661836	10.170725711553109
246.0	9.213869306208602	10.17532555964455
247.0	9.26621814518384	10.179888716182353
248.0	9.318410947872515	10.184415617138068
249.0	9.370447333689002	10.188906691624354
250.0	9.42232694756461	10.193362362028898
251.0	9.474049459346704	10.197783044145263
252.0	9.525614563209325	10.202169147300655
253.0	9.577021977075109	10.206521074480783
254.0	9.628271442048383	10.210839222451806
255.0	9.679362721859194	10.215123981879513
256.0	9.7302956023182	10.219375737445775
257.0	9.781069890782181	10.223594867962337
258.0	9.831685415630064	10.227781746482052
259.0	9.882142025749243	10.231936740407571
260.0	9.9324395900321	10.23606021159764
261.0	9.982577996882494	10.240152516470939
262.0	10.032557153732094	10.244214006107672
263.0	10.082376986566421	10.248245026348858
264.0	10.13203743946037	10.252245917893429
265.0	10.181538474123142	10.256217016393189
266.0	10.230880069452335	10.260158652545666
267.0	10.280062221097127	10.264071152184957
268.0	10.329084941030345	10.267954836370542
269.0	10.377948257129272	10.27181002147421
270.0	10.426652212765072	10.275637019265076
271.0	10.475196866400648	10.279436136992743
272.0	10.523582291196796	10.283207677468722
273.0	10.57180857462653	10.286951939146043
274.0	10.619875818097407	10.290669216197204
275.0	10.667784136581732	10.294359798590442
276.0	10.715533658254445	10.298023972164396
277.0	10.763124524138684	10.301662018701158
278.0	10.81055688775869	10.305274215997818
279.0	10.857830914800125	10.30886083793649
280.0	10.904946782777484	10.312422154552863
281.0	10.951904680708648	10.315958432103326
282.0	10.99870480879625	10.319469933130705
283.0	11.045347378115931	10.322956916528621
284.0	11.091832610311188	10.32641963760452
285.0	11.138160737294797	10.329858348141416
286.0	11.184332000956623	10.333273296458353
287.0	11.230346652877758	10.336664727469637
288.0	11.276204954050804	10.340032882742857
289.0	11.321907174606219	10.343378000555719
290.0	11.367453593544617	10.34670031595175
291.0	11.412844498474866	10.35000006079484
292.0	11.458080185357934	10.353277463822742
293.0	11.503160958256322	10.356532750699428
294.0	11.548087129088957	10.359766144066457
295.0	11.592859017391556	10.362977863593299
296.0	11.637476950082188	10.36616812602664
297.0	11.68194126123206	10.369337145238742
298.0	11.726252291841357	10.372485132274829
299.0	11.770410389620082	10.375612295399549
