T	24/70	160/350
1.0	2.336674854618233e-116	5.2823387181074727e-20
2.0	3.862199915002039e-58	1.2436170630288015e-09
3.0	9.697892625750162e-39	3.535424497502732e-06
4.0	4.8344793321500433e-29	0.00019019933657657946
5.0	3.177774160517661e-23	0.0020979081618693702
6.0	2.4039534273810403e-19	0.010458411762308249
7.0	1.4211309904250912e-16	0.03304606558731825
8.0	1.710363056932525e-14	0.07839067773211562
9.0	7.131387978411786e-13	0.15341519592886066
10.0	1.4167742115983604e-11	0.2621961309558167
11.0	1.6423090364857675e-10	0.40582939804947343
12.0	1.271249184548393e-09	0.5829429712128408
13.0	7.2135684694188e-09	0.790437943693983
14.0	3.207225476626559e-08	1.0242051218059076
15.0	1.1731557589222873e-07	1.2797049698723806
16.0	3.6619067899476e-07	1.5523847223508578
17.0	1.0030426246811657e-06	1.8379485751696436
18.0	2.4639154170401012e-06	2.132512013582692
19.0	5.521683067812039e-06	2.432672552851874
20.0	1.1444868385760443e-05	2.735524470626534
21.0	2.2185188709562942e-05	3.038638777663952
22.0	4.058552584539808e-05	3.340023693241447
23.0	7.059792168661278e-05	3.638075994627626
24.0	0.00011750046827425985	3.931529912738178
25.0	0.0001881024398883824	4.2194076062248405
26.0	0.00029092840274662937	4.500973443465306
27.0	0.0004363739866328881	4.775693140337692
28.0	0.0006368281904340626	5.043198060590188
29.0	0.0009067592635377754	5.303254545843286
30.0	0.0012627631782488225	5.555737901993143
31.0	0.001723575378593466	5.800610556315896
32.0	0.0023100478115654953	6.0379038658752515
33.0	0.0030450942153716436	6.267703070254808
34.0	0.003953607281834953	6.490134918979043
35.0	0.005062351669629903	6.705357552887139
36.0	0.006399836971456832	6.913552271046769
37.0	0.007996174682319277	7.114916865829814
38.0	0.009882923025050488	7.30966025599939
39.0	0.012092923204768085	7.497998189925298
40.0	0.014660130320990441	7.680149828024503
41.0	0.017619441792930967	7.856335045358848
42.0	0.021006525771862863	8.026772322407801
43.0	0.024857651640657615	8.191677114876585
44.0	0.02920952434609135	8.351260612535281
45.0	0.03409912398179717	8.505728813033166
46.0	0.039563551743192184	8.655281849871939
47.0	0.045639883112285125	8.800113524679107
48.0	0.05236502890013286	8.940411002969421
49.0	0.0597756045767406	9.076354640037819
50.0	0.06790780815040044	9.208117909762125
51.0	0.07679730671831728	9.335867414135935
52.0	0.08647913169507832	9.45976295549216
53.0	0.09698758263218821	9.579957656774347
54.0	0.10835613946768408	9.696598117997295
55.0	0.12061738298704405	9.809824599319636
56.0	0.13380292323273432	9.919771223018593
57.0	0.1479433355675101	10.026566188184654
58.0	0.1630681040740133	10.130331993202553
59.0	0.17920557195850287	10.231185662104469
60.0	0.19638289861821312	10.32923897171286
61.0	0.2146260230285555	10.424598677167623
62.0	0.23395963310706874	10.517366733982838
63.0	0.2544071407147878	10.607640515225327
64.0	0.2759906619617789	10.695513022768752
65.0	0.2987310024914064	10.781073091869034
66.0	0.32264764742692076	10.86440558854149
67.0	0.3477587556738698	10.945591599407955
68.0	0.3740811582822814	11.024708613831764
69.0	0.40163036058333035	11.101830698276714
70.0	0.4304205478261561	11.177028662918753
71.0	0.46046459405141843	11.250370220611115
72.0	0.4917740739490772	11.321920138358424
73.0	0.524359277458623	11.39174038149648
74.0	0.5582292268805287	11.459890250804548
75.0	0.5933916962780623	11.526426512797824
76.0	0.6298532329587011	11.591403523461866
77.0	0.667619180834268	11.654873345698531
78.0	0.7066937054685601	11.716885860756927
79.0	0.7470798206306016	11.77748887392224
80.0	0.788779416180829	11.836728214732988
81.0	0.8317932871264003	11.894647831991831
82.0	0.8761211636904945	11.95128988382855
83.0	0.9217617422489135	12.00669482306603
84.0	0.9687127169954693	12.060901478131179
85.0	1.016970812205643	12.113947129743648
86.0	1.0665318149757057	12.165867583605493
87.0	1.1173906083220337	12.216697239305082
88.0	1.1695412045325952	12.266469155638813
89.0	1.2229767786696546	12.315215112544383
90.0	1.277689702129566	12.362965669829848
91.0	1.3336715761720697	12.409750222873232
92.0	1.39091326533792	12.455597055458528
93.0	1.4494049306797316	12.50053338990494
94.0	1.5091360627368577	12.544585434638057
95.0	1.5700955141907542	12.58777842934329
96.0	1.6322715321426862	12.630136687834346
97.0	1.6956517899608556	12.67168363876212
98.0	1.7602234186489374	12.712441864282262
99.0	1.825973037692775	12.752433136793154
100.0	1.89288678534648	12.791678453849663
101.0	1.9609503483234134	12.830198071351996
102.0	2.0301489908616546	12.868011535103387
103.0	2.100467583137311	12.905137710825018
104.0	2.1718906290027244	12.941594812711411
105.0	2.2444022930299856	12.977400430604927
106.0	2.317986426843421	13.01257155586332
107.0	2.3926265947276852	13.047124605990252
108.0	2.468306098500964	13.08107544809455
109.0	2.545008001645381	13.114439421240244
110.0	2.622715152689179	13.147231357745962
111.0	2.701410207837538	13.179465603488852
112.0	2.7810756528509595	13.21115603726506
113.0	2.8616938241721503	13.242316089255919
114.0	2.943246929304118	13.272958758646158
115.0	3.025717066443815	13.303096630437869
116.0	3.10908624337722	13.332741891501454
117.0	3.1933363956431005	13.361906345902575
