Wav, micron	sigma, cm^2/H	kappa, cm^2/g	albedo	g
717.8841309823678	1.11554354809303e-26	0.005130332119773457	1.148256651813989e-07	6.255320156329534e-07
715.4955787551162	1.122930269812331e-26	0.00516430330427911	1.156014175976348e-07	6.255325825664357e-07
713.1150617407515	1.1303506315547033e-26	0.0051984291976629295	1.1638397838426244e-07	6.255331198514398e-07
710.7420240249508	1.137804963320488e-26	0.005232711317580908	1.1717341023845344e-07	6.641271397575354e-07
708.3770243504603	1.1452932551099558e-26	0.0052671496180447626	1.1796974705629307e-07	6.641277003711145e-07
706.0200596401156	1.1528156169234467e-26	0.005301744604940865	1.18773067147643e-07	6.641283643759778e-07
703.6705834061823	1.1606184887612168e-26	0.005337629644197485	1.1955799274446026e-07	6.641285244329523e-07
701.3291417638428	1.1684880406236535e-26	0.005373821341739996	1.2034667777998426e-07	6.64128613909833e-07
698.9957301477931	1.1763936725110651e-26	0.005410178969614252	1.2114232546848347e-07	6.641286871979565e-07
696.6698113567874	1.1843356044238256e-26	0.0054467035395915865	1.219450171539524e-07	6.641288031834961e-07
694.3519191750003	1.1923137363622566e-26	0.005483394591778202	1.2275481869021363e-07	6.948975467949575e-07
692.0415224913495	1.2003285683267098e-26	0.005520254425652112	1.235717566947285e-07	6.948977602023778e-07
689.7386253630202	1.2083800003175078e-26	0.0055572825813195205	1.243958917266947e-07	6.94897821133541e-07
687.4437494629346	1.2164681223350545e-26	0.005594479472688038	1.2522732965216332e-07	6.948979160367665e-07
685.1563726679703	1.2245933643796638e-26	0.00563184707730881	1.26066062664404e-07	6.948980687862607e-07
682.8764974425827	1.2327556764517369e-26	0.005669385165236041	1.2691220143785333e-07	6.948982165861166e-07
680.6041257147464	1.2409552985516085e-26	0.005707094840219942	1.2776576938077854e-07	6.948982912273602e-07
678.339258884608	1.249192510679662e-26	0.005744977389969058	1.2862682135316138e-07	6.948984430669011e-07
676.082399025018	1.2574672228362942e-26	0.005783032400579464	1.294954583329121e-07	7.25667404928289e-07
673.8325407919897	1.2657798150218571e-26	0.005821261619654841	1.3037169278019375e-07	7.256674959090578e-07
671.5906831520579	1.2741301772367682e-26	0.005859664541312299	1.3125563710372964e-07	7.334924008928512e-07
669.3558330837927	1.282518629481393e-26	0.005898242637218418	1.321473146970446e-07	7.334925027265941e-07
667.12848733736	1.2909454617561533e-26	0.005936997241071446	1.3304679268630715e-07	7.334926473424286e-07
664.9091290856917	1.2996634240614712e-26	0.005977090738192561	1.339281137252865e-07	7.334929345444125e-07
662.6963019802413	1.3084757263977306e-26	0.006017618100662768	1.3481161861888546e-07	7.334932044540216e-07
660.4914577886573	1.3173282587653572e-26	0.006058330479148221	1.35702970135511e-07	7.662522156637244e-07
658.2936336076223	1.32622153116475e-26	0.006099230219116681	1.366021779988692e-07	7.662525418247007e-07
656.1033074944696	1.3351553635963646e-26	0.006140316492758743	1.3750936379423755e-07	7.662528516914745e-07
653.920006653923	1.3441300660606112e-26	0.006181590725751658	1.3842455869260342e-07	7.662531970441368e-07
651.7442018348886	1.3531458785579266e-26	0.006223054021846105	1.3934781871001948e-07	7.66253542599637e-07
649.5754255360066	1.3622028410887686e-26	0.006264706565002304	1.4027923227848239e-07	7.662537909718291e-07
647.4141413137538	1.3713012336535688e-26	0.006306549642929021	1.4121883950329955e-07	7.66254130326767e-07
645.2598869097146	1.3804413862528244e-26	0.006348584773282965	1.4216672002099535e-07	7.97023441427573e-07
643.1131188024557	1.3896229988869576e-26	0.006390810576380239	1.4312296043142775e-07	7.970237628599069e-07
640.9729294360493	1.3988467915564357e-26	0.0064332303634690065	1.4408757049214588e-07	7.970241051175143e-07
638.8402247989089	1.4081125342617516e-26	0.00647584307679239	1.450606728239166e-07	8.048492248563643e-07
636.714552907	1.4174205070033778e-26	0.006518650004059347	1.4604231881309072e-07	8.048495837904014e-07
634.5959147887986	1.4267710497818115e-26	0.006561652708916113	1.4703256787434874e-07	8.048499814221113e-07
632.4843109908713	1.436164182597528e-26	0.006604851283343931	1.4803149288940214e-07	8.356193175652161e-07
630.3797415857782	1.4456001854510387e-26	0.006648247015051934	1.4903916093458274e-07	8.356196831653475e-07
628.2822061798996	1.4553406483428975e-26	0.006693042944104627	1.5002872197833062e-07	8.356202547034246e-07
626.1917039211824	1.4652105412735682e-26	0.006738434115796225	1.5101827463912995e-07	8.356207566234805e-07
624.1082335068108	1.475125384243583e-26	0.006784032010596953	1.5201662529655944e-07	8.356214038098094e-07
622.031368932807	1.485085657253465e-26	0.00682983883600656	1.5302380987396055e-07	8.356219637598768e-07
619.9615379124834	1.4950915503037405e-26	0.006875855465828496	1.5403989180549635e-07	8.356225204716371e-07
617.8987377792232	1.5051432233949334e-26	0.006922082635897619	1.5506493310162533e-07	8.663923121414211e-07
615.8429654459426	1.5152408565276695e-26	0.00696852117402831	1.5609905744531436e-07	8.663928189948733e-07
613.7938043168818	1.5253847097024354e-26	0.007015172275950534	1.57142282816287e-07	8.664261768322285e-07
611.7512587184617	1.5355749729198486e-26	0.0070620368154681624	1.5819471717105116e-07	8.663939042124791e-07
609.7157400926206	1.5458116261803336e-26	0.007109114700604091	1.592563603542083e-07	8.742524101292871e-07
607.6868387157818	1.5560948094847184e-26	0.007156406575215519	1.603274534578094e-07	8.742201271557969e-07
605.6649596920672	1.5664254728334312e-26	0.007203916808309573	1.614078905402769e-07	9.05022626732557e-07
603.6496978442027	1.5768027462270125e-26	0.007251641398799805	1.6249782227219115e-07	9.05023524736525e-07
601.6410551411943	1.5872277996661887e-26	0.007299585727464328	1.635973040527079e-07	9.050242142738736e-07
599.6390330820591	1.5977002431516218e-26	0.007347748000714596	1.6470650407820395e-07	9.050246151484213e-07
597.6440243461303	1.608220346683728e-26	0.007396129460269778	1.6582536625091336e-07	9.075213103666318e-07
595.6552436275666	1.6187883402632023e-26	0.007444731163892213	1.669540085406455e-07	9.382916640000605e-07
593.6730853229301	1.6296747638907777e-26	0.007494797312274753	1.680646860296822e-07	9.382916156938808e-07
591.6979330148632	1.640732937566867e-26	0.007545653331023151	1.6917248415011352e-07	9.382918056639412e-07
589.7290156375184	1.6518419712923997e-26	0.007596743252738152	1.702901394035999e-07	9.382916732230442e-07
587.7667184829431	1.663001655067836e-26	0.007648066111641784	1.7141764996287495e-07	9.382919014361821e-07
585.8110399687567	1.6742125488940392e-26	0.007699624483151583	1.7255517493757843e-07	9.461166705255836e-07
583.8616043134057	1.6854746327716236e-26	0.00775141827529132	1.7370277669564287e-07	9.768859927716073e-07
581.9187878733741	1.696788166701145e-26	0.0078034486837912755	1.7486045143539589e-07	9.76886182376813e-07
579.9825878034495	1.7081535806835258e-26	0.007855717686205394	1.7602839056970513e-07	9.768860513694078e-07
578.0530008683472	1.719571064719235e-26	0.007908226156336868	1.7720653779828133e-07	9.768862996096129e-07
576.1292955429576	1.7310403688091952e-26	0.007960972944451736	1.7839514379808127e-07	9.768863481567497e-07
574.2122054093056	1.742562222954109e-26	0.008013961407788773	1.7959422318576322e-07	1.0076555931096957e-06
572.3017260042734	1.7541366771545785e-26	0.008067191776298388	1.8080380096975283e-07	1.0076556787080626e-06
570.3974957548543	1.765763841411445e-26	0.008120664555869258	1.8202402708330639e-07	1.0076557646254235e-06
568.4995165884045	1.7774442257254178e-26	0.00817438209197057	1.832549304293155e-07	1.0076558460611185e-06
566.6077899873197	1.7891777300973234e-26	0.008228343924710845	1.8449666459002045e-07	1.0076557715789253e-06
564.7226666798765	1.8009647445279454e-26	0.008282551847685279	1.8574930277026817e-07	1.0076559702534003e-06
562.8434455893316	1.8128056490179937e-26	0.008337007608499198	1.8701287342073757e-07	1.0462506211153836e-06
560.9704789285463	1.8249729235682812e-26	0.008392964329814246	1.8825938562586318e-07	1.0462507079287844e-06
559.1041092312871	1.8373588881798208e-26	0.00844992679639799	1.8950016950304374e-07	1.0462512363853263e-06
557.2436480639756	1.8498019228531852e-26	0.00850715172550214	1.907518748987727e-07	1.0462515270545975e-06
555.3894394403234	1.862301637589302e-26	0.008564637323539374	1.9201470610324406e-07	1.0462517744642209e-06
553.5414819252319	1.8748585323889977e-26	0.00862238588998989	1.9328871566220716e-07	1.0770217786188044e-06
551.6994399524764	1.8874731672530667e-26	0.008680400000270908	1.9457392722757566e-07	1.0770222601448063e-06
549.8639810152225	1.9001452621825473e-26	0.00873867836668042	1.95870576219264e-07	1.0790124085838393e-06
548.0341079122425	1.912875257178155e-26	0.008797223012760947	1.9717864691281944e-07	1.0790131103348976e-06
546.2108122190713	1.9256634722406986e-26	0.008856035410181103	1.9849818211716163e-07	1.109783341586149e-06
544.3931091293292	1.938510017371342e-26	0.00891511606483105	1.9982942478202059e-07	1.1176085145565058e-06
542.5816534818929	1.951415462570809e-26	0.008974467598117205	2.0117233673506117e-07	1.1176089681582175e-06
540.776441121779	1.9643795878399917e-26	0.009034088998274063	2.025270441406694e-07	1.1176089805329022e-06
538.9768304971057	1.9774029031799973e-26	0.009093982610772638	2.038937012943182e-07	1.1176098802054262e-06
537.1834622887785	1.9904857785916074e-26	0.00915415013722906	2.052723067347429e-07	1.1483800907831115e-06
535.3960169354214	2.0036281040758862e-26	0.009214591071763414	2.0666304560889568e-07	1.1483802028930695e-06
533.6148073428207	2.016830519633802e-26	0.009275308357709944	2.0806597181804513e-07	1.1483806720796436e-06
531.8392072796657	2.0300929652663896e-26	0.009336301719136244	2.0948123905123542e-07	1.1483813010290434e-06
530.0695309407747	2.0436889509746086e-26	0.009398829015626008	2.1088072562273915e-07	1.1483821416631036e-06
528.3057778230906	2.0575635367594357e-26	0.009462637580717108	2.1227020592966727e-07	1.1791529134644356e-06
526.5476430353393	2.0715018326217937e-26	0.009526739145447414	2.1367192977014953e-07	1.186978551375242e-06
524.7957353441296	2.0855037085630847e-26	0.009591133111959511	2.150862079982877e-07	1.1869792450236615e-06
523.0494470988822	2.099569754584043e-26	0.009655822193638926	2.1651295099036138e-07	1.187109319188748e-06
521.3090802667365	2.1137002206858592e-26	0.009720807540229331	2.179523163898878e-07	1.2178798241314778e-06
519.5746324522214	2.1278951868695025e-26	0.009786089519651412	2.1940436991257303e-07	1.2178807435282777e-06
517.8455128288845	2.1421550231361628e-26	0.009851669833523173	2.2086924523581776e-07	1.217882032998986e-06
516.12260628334	2.1564801494869016e-26	0.009917550413409668	2.2234700445839294e-07	1.2178828110022798e-06
514.4053231926297	2.1708704559230283e-26	0.009983730753432115	2.2383787416877035e-07	1.248653586357782e-06
512.6936655348429	2.1853267324455348e-26	0.010050214486767784	2.253418345009301e-07	1.2486546775066464e-06
510.9876348836467	2.1998489290554853e-26	0.010117001383473927	2.2685898038538113e-07	1.2506456558284006e-06
509.2872324147921	2.214437015754223e-26	0.010184091305588141	2.2838952715557068e-07	1.2584715383091073e-06
507.5927414237977	2.229092242542826e-26	0.010251490001806375	2.2993343038465706e-07	1.2584727440794472e-06
505.90387604467486	2.2438137994225972e-26	0.01031919374698286	2.3149095400178193e-07	1.2897495946306374e-06
504.22035756521274	2.2586027463947387e-26	0.010387207416013086	2.3306211732038749e-07	1.2897509072952573e-06
502.54274506260026	2.2734588834605167e-26	0.01045553008911232	2.3464709241198143e-07	1.2897521510941641e-06
500.87048214275904	2.2886553006209546e-26	0.010525417694304375	2.3621772764855396e-07	1.2897524205297635e-06
499.20384649700674	2.3042027178774214e-26	0.010596919532369527	2.3777309919571317e-07	1.3205230764794418e-06
497.54283669247485	2.3198216852312392e-26	0.010668750425954956	2.393422058279685e-07	1.3205232760308356e-06
495.887181316363	2.3355116526838802e-26	0.0107409078456434	2.409253148341543e-07	1.3205234117081098e-06
494.2371514598422	2.3512737402364374e-26	0.010813396942267016	2.4252235171616327e-07	1.3283489726416629e-06
492.5927446273903	2.3671079778905126e-26	0.010886217853801752	2.441335662010217e-07	1.359119316387898e-06
490.9536936998045	2.3830143856472948e-26	0.010959370672232134	2.45759026143907e-07	1.3591195408426555e-06
489.3200007940719	2.3989938435081508e-26	0.011032859444642907	2.47398780339756e-07	1.3591202791570783e-06
487.69192843120953	2.4150462114745526e-26	0.01110668352718745	2.4905302024330965e-07	1.3898906333886304e-06
486.06921369777154	2.4311720095478524e-26	0.01118084531132744	2.507218123764362e-07	1.3898909251865133e-06
484.45185759665134	2.4473713077296053e-26	0.011255345118996717	2.5240534750154433e-07	1.3898913492445296e-06
482.83986075999627	2.4636446860209946e-26	0.01133018561759335	2.541036042991165e-07	1.3898916247708986e-06
481.23322345526515	2.4799923144239845e-26	0.011405367588948345	2.5581691541550386e-07	1.4284874196958598e-06
479.6319455912253	2.4964145229395465e-26	0.011480892550720594	2.5754518759942715e-07	1.4304777649094662e-06
478.03602672389127	2.5129116415695008e-26	0.011556762020572889	2.592886634542177e-07	1.4304781043979158e-06
476.44521715871474	2.5294840703153094e-26	0.011632977838093075	2.6104742741043993e-07	1.4304787721720745e-06
474.86001522467853	2.546131809178469e-26	0.011709540003288032	2.628216131703394e-07	1.4612495857387687e-06
473.2799232788335	2.563122588160698e-26	0.01178767979379779	2.64583793477256e-07	1.4612499665789634e-06
471.7051883950179	2.5805437072637196e-26	0.01186779869820938	2.663251614312475e-07	1.4612511571897632e-06
470.13556606487253	2.5980446764887306e-26	0.01194828482956277	2.680818912135521e-07	1.4920224415774353e-06
468.57129939137116	2.615625655837719e-26	0.012029138923699547	2.6985425751023156e-07	1.4998488132987288e-06
467.01214641240455	2.633287055312233e-26	0.012110362866197481	2.7164233064225664e-07	1.4998499255807618e-06
465.45810877021074	2.6510294449138856e-26	0.012191959278467081	2.734461841155249e-07	1.4998508996405675e-06
463.90942371970925	2.6688530246444195e-26	0.012273929080306925	2.7526597101797287e-07	1.5306224501514088e-06
462.3656186548304	2.686757884505572e-26	0.012356272685630752	2.7710184682681484e-07	1.5306236962026122e-06
460.8271645486471	2.7047447444990815e-26	0.012438993405692569	2.789538949301972e-07	1.530624756809083e-06
459.2938256707982	2.722813864626816e-26	0.012522092436228696	2.8082228683553376e-07	1.5613962178194365e-06
457.76560192663095	2.7409653548905363e-26	0.012605570283132037	2.827071617875105e-07	1.561397554716994e-06
456.2424928849684	2.759200025291873e-26	0.012689430671561855	2.846085336368212e-07	1.569223781257742e-06
454.72427105754804	2.777517895833037e-26	0.012773673693507376	2.86526700140779e-07	1.5692252460873052e-06
453.21116509558436	2.795919276515687e-26	0.012858300774651594	2.8846172113777586e-07	1.6019869983593261e-06
451.70317356149627	2.8144044073416965e-26	0.012943313018751797	2.904137352655754e-07	1.6019881492006697e-06
450.20029470348237	2.8329743283129445e-26	0.013028715208727533	2.923827923079932e-07	1.6019893334063385e-06
448.70230570009363	2.8516285694315757e-26	0.013114505183080855	2.943691844307503e-07	1.6327613668727392e-06
447.2092085868091	2.870619860699572e-26	0.013201845235161052	2.963469961451754e-07	1.6327630257276573e-06
445.72122287918313	2.8901412921188904e-26	0.013291623376772546	2.982964512530606e-07	1.6410962026684632e-06
444.23812917295237	2.9097526136915986e-26	0.013381814918956321	3.002631890573505e-07	1.671869329884365e-06
442.7599284787361	2.929453625419613e-26	0.013472418941930632	3.0224735620594546e-07	1.6718712398881399e-06
441.2866214670458	2.949244977305255e-26	0.013563438435025475	3.042491423496036e-07	1.6718736088896167e-06
439.81820847383085	2.969126949350272e-26	0.013654874685955663	3.062685724192397e-07	1.7026465454716828e-06
438.35490020216236	2.989100031556999e-26	0.01374672994821881	3.083058409416858e-07	1.7026488692765257e-06
436.89627354305634	3.0091642639276505e-26	0.013839004405783213	3.1036113983688283e-07	1.7026509190794785e-06
435.442539966893	3.029320176464442e-26	0.01393170049610404	3.1243460154899526e-07	1.7412495387642256e-06
433.9934920011002	3.049568499169483e-26	0.014024821576426531	3.14526295386452e-07	1.7412515646602012e-06
432.5495428112591	3.069909322045109e-26	0.014118368060667186	3.1663642379066884e-07	1.7412540949773482e-06
431.1102791439057	3.0903427850934474e-26	0.014212340592689172	3.1876510659487e-07	1.7740174734164842e-06
429.6757032052771	3.1108697583171246e-26	0.014306743173593506	3.209125428295191e-07	1.7740199498816183e-06
428.24601794594986	3.1314906017182725e-26	0.014401577459013	3.230788149036317e-07	1.7740223286381897e-06
426.8210211224925	3.1522054452993407e-26	0.014496844046822778	3.252641232474095e-07	1.8126213596349601e-06
425.4009123730095	3.1730146890627757e-26	0.014592544776615214	3.2746863068160314e-07	1.812623772285252e-06
423.9852944047888	3.1939189430108107e-26	0.014688682453761783	3.2969240270085207e-07	1.8126261331256574e-06
422.5745633280342	3.2151547471461025e-26	0.014786344914569113	3.3191127217289956e-07	1.8433996160423003e-06
421.1685209780715	3.237034131471038e-26	0.014886967170289176	3.34093183673209e-07	1.8434013814186044e-06
419.7671673034517	3.25901413598806e-26	0.01498805217352299	3.3629435608530154e-07	1.8434031042969145e-06
418.37031002065703	3.2810948707001473e-26	0.01508960043016906	3.385150965808524e-07	1.882001449691095e-06
416.9783335863246	3.3032769856096706e-26	0.015191614929557605	3.407554605812905e-07	1.8820032434397308e-06
415.59085444932845	3.325560600719397e-26	0.015294096223575691	3.430156697605317e-07	1.8820132704047342e-06
414.20787512722586	3.347946396031928e-26	0.015397047439523179	3.4529582940550025e-07	1.9127780884730644e-06
412.8297715448932	3.37043489154993e-26	0.015500470968867785	3.475960724564688e-07	1.9147784813099836e-06
411.4559812029584	3.3930259672765183e-26	0.015604366259749505	3.499167202704882e-07	1.9147799960506565e-06
410.08687816417773	3.41572059321398e-26	0.015708737773163065	3.5225772932552744e-07	1.9533790420399213e-06
408.7224599714163	3.4385189293656297e-26	0.01581358624495616	3.546194319122041e-07	1.9533809949736607e-06
407.36235998593884	3.461421585733975e-26	0.015918914480501527	3.5700186887809257e-07	1.984154665813646e-06
406.0069439652544	3.484429272322135e-26	0.016024725745069992	3.594052386560318e-07	1.9841564850352535e-06
404.65602906424186	3.507541629132926e-26	0.016131018383051508	3.618297542759979e-07	1.9842869411840117e-06
403.3096153080764	3.5307599061694396e-26	0.01623779814315128	3.6427553062121954e-07	2.0155670295078606e-06
401.9675252551965	3.554084173434693e-26	0.016345065347309888	3.6674277516403086e-07	2.023394458766513e-06
400.63011385450983	3.5775147709316396e-26	0.016452821559184858	3.692316382520509e-07	2.0233963284849096e-06
399.29702707601615	3.601261768663478e-26	0.016562032880804798	3.7172068122718364e-07	2.054170086711575e-06
397.9684409280868	3.625795736633074e-26	0.016674863441400192	3.7416147304888556e-07	2.054171274498678e-06
396.64418146471303	3.650443184843889e-26	0.016788215892268255	3.7662382901839217e-07	2.084944456210029e-06
395.3244217730127	3.67520355329921e-26	0.01690208765801053	3.7910803843293054e-07	2.0869358093109027e-06
394.00898962615804	3.7000771220023425e-26	0.01701648002634901	3.816143003691981e-07	2.094762746942314e-06
392.69788614861545	3.725065270956427e-26	0.017131399343852997	3.8414264530231856e-07	2.125535899542898e-06
391.39128012843815	3.750167950165154e-26	0.017246845380591812	3.86693388880393e-07	2.125537441210658e-06
390.088835033057	3.7753855496316843e-26	0.017362819930171598	3.892666496290354e-07	2.1563106256770736e-06
388.7908859231269	3.8007190093595e-26	0.017479327315623985	3.9186256503634243e-07	2.156311929848772e-06
387.4972647876732	3.826168199352133e-26	0.01759636693910136	3.944813857918142e-07	2.194911136774936e-06
386.2078077498187	3.8517342696133384e-26	0.017713944089416706	3.9712327774718277e-07	2.194912588671048e-06
384.9228423850697	3.877417470146428e-26	0.017832059916323452	3.9978837456118944e-07	2.1949141820670494e-06
383.6420417833298	3.903218170955255e-26	0.01795071612145185	4.024769269209289e-07	2.2256876451247977e-06
382.3654080052726	3.929136522043653e-26	0.018069913394662455	4.0518919232791994e-07	2.225689346011101e-06
381.09310204770685	3.95517388341484e-26	0.01818965799054587	4.0792513492630597e-07	2.26627863456599e-06
379.8251221833281	3.9813303750730994e-26	0.018309950460996125	4.1068510905829543e-07	2.266280272837822e-06
378.56130929081604	4.0076062170221455e-26	0.01843079181779992	4.1346930201147647e-07	2.2662822051527373e-06
377.3016642644024	4.0341676392659757e-26	0.01855294654489895	4.162608314002899e-07	2.2970561003139235e-06
376.0461877080727	4.061671621808957e-26	0.01867943606232134	4.1899225643949554e-07	2.2970593136751857e-06
374.79487994029586	4.0893020546547976e-26	0.01880650711871764	4.2174795956851574e-07	2.3356603004697233e-06
373.54789400087	4.1170594778072725e-26	0.018934162197539725	4.245280597871941e-07	2.335663579400801e-06
372.3049226303832	4.1449447312704703e-26	0.01906240516192675	4.2733271151605603e-07	2.3664390241960437e-06
371.06611934414065	4.1729575550488314e-26	0.019191234816171403	4.3016225477903156e-07	2.3669486978205645e-06
369.83133339199816	4.2010993891464424e-26	0.01932065778278451	4.33016759218497e-07	2.397724483955823e-06
368.600715699723	4.229370093567476e-26	0.019450673417931864	4.3589646560345107e-07	2.4055533295659077e-06
367.37426494935306	4.257770698316699e-26	0.019581286458556776	4.3880162433163325e-07	2.4383195184561487e-06
366.1518325658331	4.2863016433978224e-26	0.01971249892821553	4.417322858048021e-07	2.4383231448514495e-06
364.9335656850408	4.314963288815929e-26	0.019844312482554523	4.446888191082486e-07	2.4383265350469106e-06
363.7193171648399	4.343756664575302e-26	0.01997673185851482	4.4767132513674656e-07	2.4691027826139917e-06
362.50894347722397	4.3726818206805425e-26	0.02010975728606523	4.5068006839251183e-07	2.4769321573185437e-06
361.302734055437	4.401739307136149e-26	0.020243391294650477	4.53715226907968e-07	2.5077085688476393e-06
360.1005438623784	4.4309301539471244e-26	0.020377638621214948	4.5677703189838016e-07	2.507712152374017e-06
358.90237265163927	4.4602547011180855e-26	0.020512500829423828	4.598656854844704e-07	2.538488771175612e-06
357.70821991524826	4.489713218653831e-26	0.020647979161016437	4.629814267257924e-07	2.5463183243359545e-06
356.51794551842875	4.519419026559083e-26	0.02078459476934536	4.6611280579748665e-07	2.5770945694218037e-06
355.33155122092626	4.550274604837253e-26	0.02092649811734579	4.691666853676308e-07	2.5790853783571854e-06
354.1493135444638	4.5812727334949725e-26	0.021069057047812846	4.722475822829931e-07	2.609858966042086e-06
352.9708183698089	4.61241368253767e-26	0.021212272802488753	4.753558161096478e-07	2.6098922054169738e-06
351.7963407780177	4.6436981819701967e-26	0.021356148738631356	4.784915190535224e-07	2.648491728085401e-06
350.6258787272742	4.675126591797957e-26	0.02150068651188852	4.816549696702448e-07	2.64849253528223e-06
349.4591621333409	4.7066994320261313e-26	0.02164588851373952	4.848463693660246e-07	2.6792663419426427e-06
348.2963268486057	4.738418052660454e-26	0.02179176095279701	4.880659385533793e-07	2.679266746417701e-06
347.1373727638758	4.7702822037052865e-26	0.021938302679342842	4.91313759896331e-07	2.7178672701013567e-06
345.9822995152075	4.802293205167358e-26	0.02208551976402566	4.945902419588365e-07	2.717868261862503e-06
344.83110648815614	4.834451087052951e-26	0.022233412344842933	4.978958121784046e-07	2.7491472015035065e-06
343.6836633060786	4.866756979365041e-26	0.022381985618625012	5.012300904156223e-07	2.7511390224580624e-06
342.5401001028372	4.899210952112075e-26	0.02253123990733744	5.045939232674314e-07	2.789738442071709e-06
341.40028771958464	4.931814305298159e-26	0.02268118118963773	5.07987122739314e-07	2.7898682742268156e-06
340.264354062969	4.9645671789298445e-26	0.02283181010940941	5.1141010947087e-07	2.8206428575498676e-06
339.13217118588796	4.9974705830131184e-26	0.02298313131162233	5.148630845922172e-07	2.851417013815393e-06
338.0037395369868	5.030524457554807e-26	0.023135144520370722	5.183465121114742e-07	2.8592433654822317e-06
336.87905930955304	5.063776662559215e-26	0.023288069841555206	5.218554036987208e-07	2.89001843242107e-06
335.75813044571527	5.0983819980359737e-26	0.023447218145909117	5.252717380393715e-07	2.890021171675878e-06
334.64095264059966	5.133146903988633e-26	0.02360710030734936	5.287182860899884e-07	2.9227878556552315e-06
333.52740337213754	5.1680725204236104e-26	0.023767721568711635	5.321952429198027e-07	2.9306174602773493e-06
332.41760544873284	5.203159167347654e-26	0.023929083401691878	5.357029383261918e-07	2.9613950570171764e-06
331.31155783275744	5.238407564768232e-26	0.02409118911757044	5.392417822665119e-07	2.9613983306297574e-06
330.20913969656965	5.273818842691329e-26	0.024254043913191504	5.428118437128786e-07	2.992174986255827e-06
329.11035192794793	5.309393111122837e-26	0.02441764829446698	5.464132672572943e-07	3.0307788145444887e-06
328.0153131359343	5.345131720071224e-26	0.02458200847002208	5.500465426636528e-07	3.030782062154465e-06
326.9237869675704	5.381034979542645e-26	0.024747125865560483	5.537118148673034e-07	3.0615590532623736e-06
325.83600873754983	5.417103809544134e-26	0.024913004712151115	5.574093168043061e-07	3.0615627982475924e-06
324.75186037948964	5.453338630082356e-26	0.02507964694138479	5.611392513103091e-07	3.1021562599070164e-06
323.671226692655	5.489740301164687e-26	0.02524705650839484	5.649018928081292e-07	3.10266667007348e-06
322.59422351181314	5.526309082799092e-26	0.025415234608945625	5.686976688602374e-07	3.1334444675033286e-06
321.5208500277982	5.563046384992747e-26	0.025584187727593594	5.725267284382265e-07	3.1642218559660126e-06
320.4509926074908	5.599952477751852e-26	0.025753917106084503	5.763891505461146e-07	3.1720527912801282e-06
319.3847640860238	5.637028761086486e-26	0.025924429182998626	5.802855768247895e-07	3.20282948194396e-06
318.3220518648542	5.674275355002543e-26	0.026095724510237405	5.842160163056652e-07	3.202833856589971e-06
317.262856451081	5.713058539507414e-26	0.02627408654506121	5.880400823952804e-07	3.2414373588370204e-06
316.20717811097416	5.752055974611245e-26	0.02645343390827619	5.918946651737168e-07	3.2742067134890345e-06
315.15501687392486	5.791233940319138e-26	0.026633611523217516	5.95783070201074e-07	3.274209795805715e-06
314.1063725363573	5.830593446642117e-26	0.026814624034878214	5.997060418659e-07	3.304988463744914e-06
313.0611372014463	5.870135443586278e-26	0.026996475812291473	6.036634606885825e-07	3.3435927811585595e-06
312.0195258534863	5.909860091160685e-26	0.027179167591331432	6.076557869246787e-07	3.343597283919791e-06
310.9812173482509	5.949768339374711e-26	0.027362703741046348	6.116834309543013e-07	3.374376079222846e-06
309.94653082489623	5.989861488236285e-26	0.027547090240111316	6.157465064019371e-07	3.4129800415694256e-06
308.9151489347	6.030139837753815e-26	0.027732328468250855	6.198452962645203e-07	3.4149746056115176e-06
307.8872821959115	6.070604487936303e-26	0.027918423484354433	6.239800846817655e-07	3.4457537850878908e-06
306.86282558751446	6.111256238792209e-26	0.028105378967623197	6.281510803905803e-07	3.446264348326355e-06
305.8417791943081	6.152095590330822e-26	0.02829319721757626	6.323586434008582e-07	3.484868821329245e-06
304.82404099081185	6.193123442563405e-26	0.028481882373322942	6.366033945454715e-07	3.5156481628252793e-06
303.8098150557751	6.234340995495477e-26	0.02867143995363198	6.408849755409403e-07	3.5156526614078038e-06
302.79889770576716	6.275748349139306e-26	0.02886187041845507	6.452042181202698e-07	3.554257297390507e-06
301.7913900107712	6.317347303503211e-26	0.029053182045945505	6.495611232275373e-07	3.5870270964249473e-06
300.78719174260004	6.359137958597756e-26	0.02924537529604715	6.539562096833335e-07	3.587161145253734e-06
299.7863036447375	6.402578914431493e-26	0.02944515820134785	6.582396796515258e-07	3.625765970597056e-06
298.7888241185484	6.446375771014889e-26	0.029646577877396364	6.62545132423081e-07	3.656545394587401e-06
297.79465425942686	6.490376028358521e-26	0.029848932983939914	6.668887135110543e-07	3.6873272163626985e-06
296.80369754922157	6.53458048647213e-26	0.030052227200185536	6.712706562173136e-07	3.695158312487567e-06
295.816147669345	6.578990945366027e-26	0.030256468804295673	6.756911603582818e-07	3.7259374250527455e-06
294.83181170592206	6.62360760505116e-26	0.030461658716111242	6.801506712160078e-07	3.758708024929686e-06
293.8507856642059	6.668431165538152e-26	0.03066780015494806	6.846495131757959e-07	3.7665402343271774e-06
292.8730687477782	6.713463326837663e-26	0.030874900939074898	6.891878956137003e-07	3.7973208024732093e-06
291.8984731021318	6.758704388959504e-26	0.031082962448222715	6.937660287883756e-07	3.828607350176572e-06
