# Radial light profiles 

# radial and cumulative light profiles as a function of the distance
# from the centre of the psf. The first bin runs from r=0 to r=1 (centre=0.5), etc.

#d [pixels] radial_profile cumulative_profile
   0.500000   2.073044e-01       2.073044e-01
   1.500000   4.483384e-02       2.521383e-01
   2.500000   1.742318e-02       2.695614e-01
   3.500000   4.587791e-03       2.741492e-01
   4.500000   1.192516e-03       2.753418e-01
   5.500000   6.586789e-04       2.760004e-01
   6.500000   5.352994e-04       2.765357e-01
   7.500000   2.851068e-04       2.768208e-01
   8.500000   2.301639e-04       2.770510e-01
   9.500000   1.511714e-04       2.772022e-01
  10.500000   1.129064e-04       2.773151e-01
  11.500000   8.254175e-05       2.773976e-01
  12.500000   9.136789e-05       2.774890e-01
  13.500000   9.525101e-05       2.775842e-01
  14.500000   6.803762e-05       2.776523e-01
  15.500000   5.058930e-05       2.777029e-01
  16.500000   4.767502e-05       2.777505e-01
  17.500000   4.690680e-05       2.777974e-01
  18.500000   3.245885e-05       2.778299e-01
  19.500000   2.763994e-05       2.778575e-01
  20.500000   2.348220e-05       2.778810e-01
  21.500000   1.678491e-05       2.778978e-01
  22.500000   9.800642e-06       2.779076e-01
  23.500000   8.735351e-06       2.779163e-01
  24.500000   9.525019e-06       2.779259e-01
  25.500000   9.281838e-06       2.779352e-01
  26.500000   8.505837e-06       2.779437e-01
  27.500000   9.289882e-06       2.779530e-01
  28.500000   9.510059e-06       2.779625e-01
  29.500000   9.717038e-06       2.779722e-01
  30.500000   9.079264e-06       2.779813e-01
  31.500000   8.207584e-06       2.779895e-01
  32.500000   7.378930e-06       2.779968e-01
  33.500000   6.182771e-06       2.780030e-01
  34.500000   6.561922e-06       2.780096e-01
  35.500000   5.482766e-06       2.780151e-01
  36.500000   4.309388e-06       2.780194e-01
  37.500000   2.847100e-06       2.780222e-01
  38.500000   2.639842e-06       2.780249e-01
  39.500000   2.661195e-06       2.780275e-01
  40.500000   2.522843e-06       2.780301e-01
  41.500000   2.847718e-06       2.780329e-01
  42.500000   2.837141e-06       2.780357e-01
  43.500000   2.599114e-06       2.780383e-01
  44.500000   2.025878e-06       2.780404e-01
  45.500000   1.865796e-06       2.780422e-01
  46.500000   2.116734e-06       2.780443e-01
  47.500000   2.139402e-06       2.780465e-01
  48.500000   2.016764e-06       2.780485e-01
  49.500000   1.922864e-06       2.780504e-01
  50.500000   1.843218e-06       2.780523e-01
  51.500000   1.937238e-06       2.780542e-01
  52.500000   1.791076e-06       2.780560e-01
  53.500000   2.010475e-06       2.780580e-01
  54.500000   1.916686e-06       2.780599e-01
  55.500000   1.685229e-06       2.780616e-01
  56.500000   1.495148e-06       2.780631e-01
  57.500000   1.287899e-06       2.780644e-01
  58.500000   1.096568e-06       2.780655e-01
  59.500000   8.130304e-07       2.780663e-01
  60.500000   7.362290e-07       2.780670e-01
  61.500000   6.296802e-07       2.780677e-01
  62.500000   5.776722e-07       2.780682e-01
  63.500000   5.938174e-07       2.780688e-01
  64.500000   6.643859e-07       2.780695e-01
  65.500000   7.445957e-07       2.780702e-01
  66.500000   6.899700e-07       2.780709e-01
  67.500000   6.726370e-07       2.780716e-01
  68.500000   7.133289e-07       2.780723e-01
  69.500000   6.034148e-07       2.780729e-01
  70.500000   5.131701e-07       2.780734e-01
  71.500000   4.399670e-07       2.780739e-01
  72.500000   4.032706e-07       2.780743e-01
  73.500000   3.157517e-07       2.780746e-01
  74.500000   2.355870e-07       2.780748e-01
  75.500000   2.384612e-07       2.780751e-01
  76.500000   2.121476e-07       2.780753e-01
  77.500000   1.952846e-07       2.780755e-01
  78.500000   1.744111e-07       2.780757e-01
  79.500000   1.928993e-07       2.780758e-01
  80.500000   2.047544e-07       2.780761e-01
  81.500000   1.768504e-07       2.780762e-01
  82.500000   1.776605e-07       2.780764e-01
  83.500000   1.665782e-07       2.780766e-01
  84.500000   1.557283e-07       2.780767e-01
  85.500000   1.191547e-07       2.780768e-01
  86.500000   1.206421e-07       2.780770e-01
