1.0 33.25055010695206
2.0 0.29897268194901316
3.0 -12.817410820408872
4.0 5.112266101335225
5.0 -0.017336431302522357
6.0 -1.2817200735995644
7.0 -0.6337760373165733
8.0 -1.2818544914847927
9.0 -0.8277463661996942
10.0 -0.8024278565456993
11.0 -1.1151506524336965
12.0 -0.16991839910808362
13.0 0.22573212573402807
14.0 0.22039039511429637
15.0 0.32306042470430074
16.0 0.6190030449315121
17.0 0.5804349623228374
18.0 0.551345386003193
19.0 0.6270344947513781
20.0 0.7243843486434535
21.0 0.8310899765867936
22.0 0.8819519344129061
23.0 0.8906990415171573
24.0 0.8489333171593515
25.0 0.7949991226196289
26.0 0.8288779446953222
27.0 0.8203210046416834
28.0 0.8094116135647422
29.0 0.8334076279088071
30.0 0.8054319651503312
31.0 0.7883875244542172
32.0 0.7981396631190651
33.0 0.7736408302658483
34.0 0.7506048146047091
35.0 0.7372117607217086
36.0 0.7264817388434159
37.0 0.7070907573950919
38.0 0.6541456925241571
39.0 0.6519303478692707
40.0 0.6415570252820065
41.0 0.6241893878108576
42.0 0.5924515002652219
43.0 0.6074031873753196
44.0 0.5748239614461598
45.0 0.5657231776337874
46.0 0.5371806464697185
47.0 0.5230625099257419
48.0 0.5227622515276859
49.0 0.497613809610668
50.0 0.4943539359067616
51.0 0.49776302513323334
52.0 0.47613361634706197
53.0 0.4579638744655408
54.0 0.45595220201893855
55.0 0.4249778123278367
56.0 0.4279722587058419
57.0 0.4388889278236188
58.0 0.41656671856579025
59.0 0.4020117521286011
60.0 0.39570659869595576
61.0 0.3919511531528674
62.0 0.4198186601463117
63.0 0.4003009231466996
64.0 0.4034217533312346
65.0 0.39784619996422216
66.0 0.39735706228958934
67.0 0.39963021090156153
68.0 0.3999638557434082
69.0 0.41884744637890864
70.0 0.4002651258518821
71.0 0.39462734209863765
72.0 0.4028749607111278
73.0 0.3993367960578517
74.0 0.4022234050851119
75.0 0.4454119754465003
76.0 0.4282334572390506
77.0 0.4404284985441911
78.0 0.43247612997105245
79.0 0.43065564099111053
80.0 0.419981112605647
81.0 0.43614575580546733
82.0 0.4452474164335351
83.0 0.4346937458766134
84.0 0.42580749957185043
85.0 0.4493707873319325
86.0 0.4409208485954686
87.0 0.4360606340985549
