# Cuts through the PSF

# Note that for the two diagonal cuts, the positions have to be
# computed as x*sqrt(2).

#x [pixels]     psf(x,0)     psf(0,x)     psf(x,x)    psf(x,-x)
        -87 6.637701e-08 6.656674e-08 8.365744e-07 8.365744e-07
        -86 1.037626e-07 1.092363e-07 9.260849e-07 9.297499e-08
        -85 8.670991e-08 1.211156e-07 9.501064e-07 1.250287e-07
        -84 8.604434e-08 1.203698e-07 9.524948e-07 1.243808e-07
        -83 9.076310e-08 1.306327e-07 8.085657e-07 1.499832e-07
        -82 8.362604e-08 1.412603e-07 6.899010e-07 1.456746e-07
        -81 8.978335e-08 1.543979e-07 7.661946e-07 1.283624e-07
        -80 9.746700e-08 1.579303e-07 7.422705e-07 1.527149e-07
        -79 1.163515e-07 1.621845e-07 7.483479e-07 1.331991e-07
        -78 1.248472e-07 1.833790e-07 8.494079e-07 1.066812e-07
        -77 1.308252e-07 1.880393e-07 7.462804e-07 1.188226e-07
        -76 1.693038e-07 1.746606e-07 6.274238e-07 1.031480e-07
        -75 2.113539e-07 1.822538e-07 6.541552e-07 7.301414e-08
        -74 2.078301e-07 2.179893e-07 6.231702e-07 7.639412e-08
        -73 2.199684e-07 2.142258e-07 5.451437e-07 7.986931e-08
        -72 2.574789e-07 2.102475e-07 6.088054e-07 6.918490e-08
        -71 2.730814e-07 2.464307e-07 7.232977e-07 7.415751e-08
        -70 2.749998e-07 2.542388e-07 7.774819e-07 9.590538e-08
        -69 2.838956e-07 2.225141e-07 8.057203e-07 1.211362e-07
        -68 2.951511e-07 2.177099e-07 8.432323e-07 1.598723e-07
        -67 3.039738e-07 2.583778e-07 9.548147e-07 1.979098e-07
        -66 3.052315e-07 2.886711e-07 1.180286e-06 2.748637e-07
        -65 3.185370e-07 3.023132e-07 1.455326e-06 3.430273e-07
        -64 3.289166e-07 3.256737e-07 1.639584e-06 3.905514e-07
        -63 3.269088e-07 3.668081e-07 1.682230e-06 4.624830e-07
        -62 3.174941e-07 4.138224e-07 1.631170e-06 5.201025e-07
        -61 3.221032e-07 4.476386e-07 1.578993e-06 5.351632e-07
        -60 3.483329e-07 4.538469e-07 1.549260e-06 5.314451e-07
        -59 4.034067e-07 4.380128e-07 1.571578e-06 5.437054e-07
        -58 5.154205e-07 4.658100e-07 1.660678e-06 5.311018e-07
        -57 6.401031e-07 5.217810e-07 1.757910e-06 4.946331e-07
        -56 7.490983e-07 5.483850e-07 1.782253e-06 4.821387e-07
        -55 8.378117e-07 5.489907e-07 1.866225e-06 4.705345e-07
        -54 8.858229e-07 5.715942e-07 2.005928e-06 4.407605e-07
        -53 9.522455e-07 5.843029e-07 2.144126e-06 4.124715e-07
        -52 1.120035e-06 6.131765e-07 2.426451e-06 3.832328e-07
        -51 1.349089e-06 6.223102e-07 2.848503e-06 3.478661e-07
        -50 1.603379e-06 6.724388e-07 3.390152e-06 3.076012e-07
        -49 1.932014e-06 8.764823e-07 3.883187e-06 3.200117e-07
        -48 2.533909e-06 1.246726e-06 4.069710e-06 4.226752e-07
        -47 3.309297e-06 1.706734e-06 3.963659e-06 5.885042e-07
        -46 4.013579e-06 2.218773e-06 3.859442e-06 7.911680e-07
        -45 4.442168e-06 2.786590e-06 4.356515e-06 1.098005e-06
        -44 4.711489e-06 3.277271e-06 6.219030e-06 1.427748e-06
        -43 4.877065e-06 3.525788e-06 9.776902e-06 1.761025e-06
        -42 4.686356e-06 3.670969e-06 1.481740e-05 2.114847e-06
        -41 4.347435e-06 3.781673e-06 1.959191e-05 2.632648e-06
        -40 3.875427e-06 3.569146e-06 2.213881e-05 3.172932e-06
        -39 3.407448e-06 3.198852e-06 2.131367e-05 3.595990e-06
        -38 3.584058e-06 3.202425e-06 1.705038e-05 4.205162e-06
        -37 4.191003e-06 3.113938e-06 1.217454e-05 5.025563e-06
        -36 4.576117e-06 2.915112e-06 1.002750e-05 5.407326e-06
        -35 5.003662e-06 2.944358e-06 1.262406e-05 6.049147e-06
        -34 5.452553e-06 2.887348e-06 2.193794e-05 6.479826e-06
        -33 5.343237e-06 2.833569e-06 3.192039e-05 6.622215e-06
        -32 5.210088e-06 3.581781e-06 3.819951e-05 6.605865e-06
        -31 5.732019e-06 4.995039e-06 3.856075e-05 6.123597e-06
        -30 5.735650e-06 5.919645e-06 3.226645e-05 5.809492e-06
        -29 4.927890e-06 5.994561e-06 2.492579e-05 5.509078e-06
        -28 4.714138e-06 5.168890e-06 1.998292e-05 5.198462e-06
        -27 4.620707e-06 4.187611e-06 1.769193e-05 4.477132e-06
        -26 4.836818e-06 3.673809e-06 1.994687e-05 4.168947e-06
        -25 4.459858e-06 4.136528e-06 2.346685e-05 4.325473e-06
        -24 3.035149e-06 5.467692e-06 2.453780e-05 5.581581e-06
        -23 2.494315e-06 7.707144e-06 2.078514e-05 6.510872e-06
        -22 3.558730e-06 9.299873e-06 1.854884e-05 6.468097e-06
        -21 6.202468e-06 1.011181e-05 3.103079e-05 8.141953e-06
        -20 6.496266e-06 9.273444e-06 5.543721e-05 1.209290e-05
        -19 5.641306e-06 8.316625e-06 9.326436e-05 1.545402e-05
        -18 8.907514e-06 1.384196e-05 1.336472e-04 1.589241e-05
